"payer_id","activity_code","coverage_score"
"E001","92015",0.9145
"INS001","86480",0.9167
"E001","J24-0162-06284-01",1.0000
"INS013","83036",0.5394
"INS026","0027-265802-1161",0.0000
"E001","39201",0.6614
"INS008","0620-116226-0851",0.5000
"INS001","3834-166506-0321",0.0000
"E001","N01-4644-01796-01",0.5385
"E001","72170",0.5828
"E001","014222",0.0000
"INS137","86703",0.3394
"E001","V30-8078-00307-01",0.6370
"INS007","96372",1.0000
"INS017","83721",0.9534
"INS038","20610",1.0000
"INS017","88305",0.3333
"INS008","76700",1.0000
"SF0051","A4216",1.0000
"INS001","4365-151701-0081",0.1429
"INS017","1720-123325-0511",0.0000
"E001","82955",0.1487
"E001","97602",1.0000
"E001","B46-3628-02166-01",0.3578
"INS013","86704",0.2619
"E001","66251",0.0000
"INS013","0035-103301-0133",1.0000
"INS008","73620",0.0000
"INS001","77073",1.0000
"E001","DEN-061",1.0000
"INS012","1161-121902-0391",0.0000
"INS137","063130",0.0000
"E001","79353",1.0000
"INS026","80076",0.9094
"INS001","88142",0.7143
"INS005","43239",1.0000
"INS047","85025",0.2927
"E001","84301",1.0000
"INS001","11",0.5281
"E001","B97-2810-00882-01",1.0000
"INS008","43239",0.7000
"E001","L80-6202-08675-02",0.1739
"E001","C12-0571-01674-01",1.0000
"INS001","11441",1.0000
"E001","I99-3979-04232-01",1.0000
"E001","79123",1.0000
"INS013","58301",1.0000
"E001","81206",0.0000
"E001","N31-7905-07844-01",0.6078
"INS001","82274",0.6952
"INS013","92134",1.0000
"INS013","83721",0.6821
"INS026","0031-168201-0391",0.0000
"E001","86038",0.3431
"INS002","84425",1.0000
"INS015","86225",0.0000
"INS014","86431",1.0000
"INS022","82308",0.0000
"INS026","76770",1.0000
"E001","43281",0.5000
"E001","H92-1145-04438-01",0.8346
"E001","20-03",1.0000
"E001","84484",0.6941
"INS017","6755-949201-4571",1.0000
"INS014","84132",0.0000
"INS001","72195",0.5000
"INS005","0189-126001-1971",0.0000
"E001","A54-3887-04161-01",0.1034
"INS012","72082",1.0000
"INS019","A9999",1.0000
"E001","87220",0.8448
"INS139","85730",1.0000
"INS010","92511",0.6667
"INS010","86301",0.0000
"E001","1",0.1954
"INS017","76881",0.0000
"INS005","1654-525701-1091",1.0000
"INS013","70552",1.0000
"INS008","86480",0.0000
"INS013","20553",1.0000
"E001","82306",0.6123
"INS019","86160",0.5636
"E001","I72-2660-05116-01",0.6000
"E001","I17-5380-02783-01",0.8235
"INS001","82435",0.0000
"INS008","0414-203702-1971",1.0000
"INS008","85730",0.7368
"INS013","29806",1.0000
"INS012","73000",0.0000
"E001","P05-1325-01669-05",0.0000
"INS026","82274",0.3948
"INS022","82784",0.5000
"INS019","87280",0.0000
"INS026","83700",1.0000
"INS002","92250",1.0000
"INS137","0788-106604-1111",1.0000
"INS012","88342",1.0000
"E001","I17-4542-00140-01",0.5872
"E001","J58-0080-03012-01",0.5238
"INS017","59025",1.0000
"INS015","0336-447501-1131",0.5000
"INS026","2139-128302-0651",0.0000
"INS002","95886",1.0000
"INS001","92552",1.0000
"INS007","83721",1.0000
"INS008","82306",1.0000
"E001","80420",1.0000
"INS008","87301",0.0000
"INS026","82465",0.7734
"E001","J23-3580-00330-01",0.0000
"INS014","73630",0.5000
"E001","M40-6363-04443-01",0.2828
"INS137","86480",0.5034
"INS012","82150",1.0000
"E001","Z90-B677-01667-01",0.1111
"E001","J45-1781-00314-01",1.0000
"INS013","82947",0.8532
"INS027","82565",0.5455
"SF0051","17110",0.0000
"E001","72080",0.9248
"INS017","92552",0.0000
"E001","I67-1764-03387-01",0.7290
"INS028","86140",0.3750
"INS001","86803",1.0000
"INS084","85652",1.0000
"INS137","71045",0.3333
"E001","19120",0.0000
"E001","J16-2370-00862-01",1.0000
"INS001","80048",1.0000
"INS012","86812",0.3205
"E001","184112",0.0000
"E001","81291",0.0000
"E001","B46-0676-05512-01",0.4828
"E001","72157",0.0000
"E001","H21-2270-04687-03",0.7222
"E001","87276",0.5863
"INS026","2858-155602-0391",0.2500
"INS010","2027-560102-1001",1.0000
"E001","86812",0.0000
"INS026","84156",0.7817
"INS014","72100",1.0000
"E001","82803",0.7895
"SF0051","A4930",1.0000
"E001","80061",0.7013
"E001","82784",0.6699
"E001","H21-2006-02450-02",0.3273
"INS010","73222",1.0000
"E001","P18-6597-04973-01",0.2353
"E001","93792",0.0000
"INS137","73080",0.0000
"INS005","87209",0.5385
"INS137","85652",0.7284
"INS026","0043-508401-1021",0.0000
"E001","I86-6038-04866-01",0.0000
"INS012","0070-310402-1021",1.0000
"E001","73000",0.0280
"E001","90833",1.0000
"E001","S72-4976-04738-04",0.4500
"E001","76872",0.0000
"INS026","72148",1.0000
"INS017","82306",1.0000
"INS008","0619-149914-0741",0.0000
"INS084","82565",0.7593
"INS014","84550",0.4889
"E001","K40-1551-04375-02",0.9067
"INS002","93981",1.0000
"INS022","82947",0.6410
"E001","F26-2989-00326-01",0.0000
"INS026","86800",0.9556
"INS042","86140",1.0000
"E001","L33-2077-03194-01",0.5750
"INS026","86702",1.0000
"INS038","11",0.7248
"INS005","83735",0.0000
"INS035","97140",1.0000
"INS042","90471",0.6667
"INS137","83036",0.2759
"E001","33115",0.8378
"INS013","77073",0.1579
"INS001","82247",1.0000
"E001","99203",0.6287
"E001","J19-6370-06508-01",0.6759
"E001","70450",0.8537
"INS019","82977",0.0000
"INS001","82670",0.6667
"INS013","84075",1.0000
"INS019","85300",0.6667
"E001","49650",0.7000
"INS026","82088",1.0000
"INS002","80053",1.0000
"INS026","72194",1.0000
"E001","2",0.2500
"INS001","87075",0.0533
"INS008","5769-876201-0241",0.0000
"INS005","0186-215005-1452",0.0000
"INS010","97140",0.3103
"INS024","72170",0.0000
"INS019","C1751",1.0000
"INS137","A4216",1.0000
"INS001","82948",0.7143
"E001","G08-0961-02146-01",0.2105
"E001","B97-3872-04173-01",0.6154
"INS038","82565",0.6818
"INS012","87427",1.0000
"E001","26615",1.0000
"INS012","20553",0.2941
"INS006","85025",0.5000
"E001","D60-0434-05005-01",0.8845
"E001","J45-5289-04216-01",0.1667
"INS005","82607",0.0000
"E001","014262",0.0000
"INS035","86235",0.0000
"INS013","84478",0.0000
"E001","C96-4083-04308-01",0.8913
"INS026","84450",0.8335
"E001","82570",0.8112
"INS019","88305",0.5000
"INS026","5468-847601-0602",1.0000
"E001","J45-2088-05842-01",0.0000
"INS013","82948",1.0000
"INS010","5565-854001-1131",0.5000
"INS026","0219-149801-0151",0.0000
"INS026","95912",0.5789
"INS005","0846-253101-1161",0.0000
"INS017","1554-265601-1022",0.0000
"SP0026","82274",0.2778
"INS137","61.01-LS2",1.0000
"INS014","82570",0.4615
"E001","V5261-0005",1.0000
"INS012","86316",0.0000
"INS044","86146",0.0000
"E001","92653",0.0000
"E001","72147",0.6667
"INS137","84156",0.6441
"INS042","57455",1.0000
"INS001","0415-159101-0151",0.0000
"INS010","83550",0.4324
"E001","36556",1.0000
"INS012","86376",0.9091
"INS001","0272-123907-2231",0.0000
"INS012","90837",0.2727
"INS019","84080",0.0000
"INS001","0085-125903-0372",0.0000
"INS026","1291-170901-0391",0.0000
"INS044","82728",0.0000
"INS026","A6534",1.0000
"E001","H03-1851-02288-01",0.0000
"E001","E66-5808-06041-01",0.4118
"INS001","17111",1.0000
"INS026","86200",0.8500
"INS024","83525",0.0000
"E001","J58-7900-07748-01",0.3874
"INS001","94640",1.0000
"INS002","3834-106618-1001",0.1818
"E001","97140",0.8341
"INS038","A6413",1.0000
"INS010","0070-310402-1021",1.0000
"INS026","6794-959201-0152",0.0000
"INS026","84478",0.3400
"E001","B46-1656-00784-01",0.0000
"INS038","83540",1.0000
"E001","GM7-A870-04640-01",0.0000
"E001","DY0-B793-01887-02",0.7544
"INS139","86140",1.0000
"E001","G93-1919-04068-01",0.0000
"INS017","76830",1.0000
"INS019","82656",0.0000
"E001","L78-3423-00262-01",1.0000
"INS026","1290-640420-1171",0.2727
"E001","52-33",1.0000
"INS026","83520",0.6226
"E001","11200",0.0000
"INS017","73562",1.0000
"E001","FJ5-0773-00871-02",0.5000
"INS002","92015",0.0000
"INS022","97530",0.3333
"E001","G05-0025-05154-01",0.0000
"INS008","90471",0.8462
"INS035","86160",1.0000
"E001","76911",0.3645
"INS008","7070-149919-0431",1.0000
"INS010","88342",0.6000
"INS019","84146",0.7778
"INS007","97530",0.5000
"INS026","5252-173401-0652",1.0000
"INS019","A4657",1.0000
"E001","50590",1.0000
"INS002","86003",1.0000
"E001","86301",0.0000
"E001","87116",0.3372
"INS084","82951",1.0000
"INS022","20611",1.0000
"INS017","45380",1.0000
"INS013","85610",0.7179
"E001","R39-8216-02278-01",0.2857
"INS044","84436",0.0000
"E001","77056",0.9077
"INS010","73560",0.0000
"INS013","93880",1.0000
"E001","034131",0.2424
"INS026","87279",0.3793
"E001","B28-3255-03758-01",0.0000
"INS010","82670",1.0000
"E001","E40-A159-10666-01",1.0000
"E001","23315",0.7188
"E001","11900",0.4567
"INS027","0318-220303-0801",0.0000
"INS026","82330",0.5000
"INS017","73720",0.5714
"INS137","82330",1.0000
"INS139","82150",0.0000
"INS002","74240",1.0000
"INS008","C1751",1.0000
"INS044","76700",1.0000
"E001","F26-1383-00129-01",0.0000
"INS001","0135-238504-0851",0.0000
"INS137","64455",1.0000
"E001","N37-5763-00576-01",0.7722
"E001","E40-2395-03008-01",0.0000
"E001","U00-7652-07538-01",1.0000
"INS012","86901",0.2632
"E001","A77-5990-06186-02",0.0000
"INS013","72070",1.0000
"E001","27206",0.2563
"INS019","5468-863301-1131",1.0000
"INS022","0181-361903-1021",0.0000
"E001","11046",1.0000
"INS026","82570",0.8873
"E001","43235",0.5909
"E001","G05-4880-01721-02",1.0000
"E001","84132",0.6965
"INS084","84460",1.0000
"INS005","5939-640405-1631",1.0000
"E001","M01-5578-01529-01",1.0000
"E001","C95-1604-00416-01",0.0000
"INS038","82607",0.3333
"INS001","74018",1.0000
"INS044","80061",0.7292
"INS012","0090-110801-1171",0.0000
"INS137","86812",0.3333
"INS001","83550",0.5224
"INS005","88342",1.0000
"E001","K54-0489-01089-01",0.0000
"SP0026","84460",0.8000
"E001","46607",0.0000
"INS017","0049-387301-1022",1.0000
"E001","L33-2112-05125-01",1.0000
"INS008","88312",0.0000
"INS027","82306",1.0000
"INS002","77073",0.0000
"INS013","0278-107904-1162",0.5000
"INS026","87338",0.7909
"E001","87075",0.6320
"INS001","MH136157",1.0000
"INS022","82247",0.3750
"INS137","74160",1.0000
"INS015","84075",0.0000
"E001","M08-7943-02234-01",0.5075
"E001","97110",0.8469
"INS017","72148",1.0000
"INS026","87491",1.0000
"INS019","A4649",1.0000
"E001","H21-4314-02910-03",0.8000
"INS026","0186-143702-0061",0.6667
"E001","E74-5091-04201-01",0.4054
"E001","G45-3389-03879-01",0.0000
"INS013","86708",1.0000
"INS014","86803",0.1304
"E001","F79-0565-07825-01",0.0000
"INS137","87633",0.7647
"INS040","85060",0.0000
"INS044","86140",0.6063
"INS017","51741",0.0000
"E001","BO5-A398-10987-01",0.0000
"INS028","0070-310402-1021",1.0000
"INS002","45380",1.0000
"INS035","81001",1.0000
"E001","R37-7906-04343-01",0.0000
"INS008","80051",0.4412
"E001","83891",1.0000
"INS005","80061",0.4286
"INS002","93000",0.0000
"INS026","76604",0.0000
"INS047","86038",1.0000
"INS008","6108-111908-1003",1.0000
"E001","92540",0.1508
"INS019","86225",0.4952
"INS024","73620",0.0000
"INS012","90461",1.0000
"INS001","A9286",1.0000
"INS010","10",0.4848
"INS026","76700",0.6667
"E001","G93-8901-08351-01",0.0000
"INS034","86160",0.0000
"INS015","82728",0.0000
"INS044","0181-361903-1021",1.0000
"E001","72072",0.3590
"E001","K20-2955-00522-01",0.7597
"INS017","82670",0.0000
"E001","32222",0.0000
"INS001","85025",0.7270
"E001","B08-7716-07587-01",1.0000
"E001","K40-4909-03751-02",0.0000
"E001","H21-3291-03799-02",0.4474
"E001","75121",1.0000
"E001","CG4-9807-10160-01",0.6163
"INS012","87591",1.0000
"E001","11901",0.5625
"INS015","86140",1.0000
"E001","A60-8276-04577-01",0.5789
"INS001","6108-385203-1132",0.2222
"INS137","22532",1.0000
"INS026","80048",0.8772
"INS005","87070",1.0000
"INS002","64615",0.5000
"INS015","20611",1.0000
"INS012","80053",0.1265
"INS028","86812",0.0000
"INS137","76856",0.5833
"INS014","96372",0.5600
"INS013","95044",1.0000
"INS005","84702",1.0000
"INS044","76856",0.4545
"INS024","0993-649501-3592",1.0000
"INS013","84630",1.0000
"INS008","97110",0.4422
"E001","E40-6835-06925-01",0.4000
"INS014","0070-310402-1021",1.0000
"E001","K57-4864-05133-01",1.0000
"INS035","97161",0.0000
"E001","EN9-A371-10942-01",0.7193
"INS139","80076",1.0000
"INS017","0071-158501-0391",0.0000
"E001","73550",1.0000
"INS017","87177",0.4194
"INS137","A4332",1.0000
"INS013","72040",0.0000
"INS019","11",0.8626
"INS027","87015",0.0000
"INS001","0481-382801-0391",0.0000
"INS001","51741",0.7143
"INS012","0336-447501-1131",0.3548
"INS010","2241-144402-1171",0.0000
"E001","E34-1321-01655-01",0.3439
"INS137","6563-935601-2922",0.0000
"INS019","82310",1.0000
"INS012","76881",0.5000
"INS026","0027-179203-0391",1.0000
"INS017","77080",0.0000
"INS033","76856",1.0000
"E001","94618",0.0000
"INS134","82784",0.0000
"INS013","87070",0.6061
"E001","77067",1.0000
"INS013","73552",0.8750
"INS013","86038",0.8571
"INS033","83721",1.0000
"E001","82728",0.4495
"E001","A37-5696-05984-01",0.6737
"INS010","97161",0.3333
"E001","DEN-101",1.0000
"INS026","97140",0.3924
"SP0026","83721",0.0000
"INS026","80069",0.8857
"E001","F64-5812-00111-01",0.0000
"E001","I59-2735-01668-02",1.0000
"E001","73050",0.0000
"INS018","86225",1.0000
"INS026","0553-364608-3681",0.0000
"INS026","80074",0.0000
"E001","87045",1.0000
"INS026","0031-173401-0651",0.0000
"INS019","83088",0.0000
"INS012","70486",1.0000
"INS033","82607",0.6364
"INS017","82043",1.0000
"INS001","88313",1.0000
"E001","A64-3125-01646-01",1.0000
"E001","83880",0.3667
"INS013","84460",0.7724
"INS017","84155",1.0000
"E001","87070",0.6824
"E001","R14-7609-04295-01",0.7636
"INS026","82540",1.0000
"INS137","82784",0.7724
"E001","054151",1.0000
"INS007","86140",0.2000
"INS012","96372",0.4337
"INS017","0005-111202-0511",1.0000
"INS013","0005-106604-1111",1.0000
"INS026","71045-DNA",1.0000
"INS026","96360",1.0000
"INS001","0240-223402-1171",0.0000
"E001","91110",0.0000
"E001","82330",0.7289
"E001","L93-4612-04913-02",0.0000
"E001","P93-1545-03582-01",0.9348
"INS137","2027-560102-1001",1.0000
"INS026","84550",0.4544
"INS022","83036",0.2899
"E001","L58-4021-04308-01",0.6400
"INS012","76705",1.0000
"INS026","4061-373201-0391",0.0000
"INS044","86225",0.6522
"INS026","82105",1.0000
"INS017","86677",1.0000
"INS013","76881",0.6522
"INS019","17.24",0.0000
"INS005","0090-260702-0551",0.0000
"E001","H46-0118-02067-01",0.2778
"INS002","80069",1.0000
"INS028","72195",0.0000
"INS010","86160",0.6250
"INS001","84270",0.7917
"INS034","81001",0.0000
"INS001","73610",0.0000
"E001","74240",0.0000
"E001","L3807",0.0000
"E001","K67-1243-01322-01",1.0000
"INS008","5278-116617-1113",0.0000
"INS026","4365-151701-0081",1.0000
"E001","93784",0.4457
"INS005","83516",0.1795
"INS137","46600",0.3000
"E001","N37-7055-04532-01",0.7500
"INS019","70551",0.0000
"INS027","84550",1.0000
"E001","84540",0.0000
"E001","71120",0.8462
"E001","U12-B526-05588-01",0.7857
"INS137","81002",0.0000
"INS002","86708",1.0000
"INS008","83525",0.0000
"INS013","87209",0.8646
"INS013","87101",0.0000
"INS012","76536",1.0000
"E001","64418",1.0000
"INS012","86304",0.0000
"E001","75989",1.0000
"E001","B61-1220-05693-01",0.0000
"INS005","1614-530501-0611",1.0000
"INS008","0619-621301-1451",1.0000
"INS008","77073",0.2143
"E001","72511",0.0000
"INS026","83721",0.9506
"INS137","82274",0.7477
"INS137","87209",0.8771
"E001","73630",0.5629
"INS022","91065",0.3636
"INS028","84478",0.0000
"INS022","84144",1.0000
"E001","D92-6558-04173-02",0.0000
"INS017","1512-398905-1021",0.0000
"INS012","86777",0.0000
"INS012","87880",1.0000
"INS013","A6535",1.0000
"E001","85598",0.0000
"E001","H21-4013-04300-01",0.5250
"INS001","0063-136007-1021",0.0000
"INS012","29425",0.0000
"INS001","82533",0.9000
"INS001","84702",1.0000
"E001","86689",0.0000
"INS044","94640",1.0000
"INS026","10",0.5987
"INS008","82172",1.0000
"INS026","0070-310402-1021",0.5625
"E001","D75-0577-04852-01",0.0000
"INS005","90460",0.8667
"E001","82247",0.7477
"INS012","0215-175206-1022",0.6000
"INS044","90471",1.0000
"E001","86901",0.5132
"INS008","0006-124507-1392",0.0000
"INS019","72197",1.0000
"INS026","87798",1.0000
"E001","79352",1.0000
"INS012","70450",1.0000
"INS008","82247",0.8246
"E001","H46-4867-05181-01",0.9821
"E001","G08-8781-08655-01",0.3529
"E001","A16-1531-03267-01",1.0000
"INS005","97140",0.5682
"E001","85732",0.4615
"E001","86762",1.0000
"INS012","97110",0.5957
"INS017","72170",1.0000
"INS038","73721",1.0000
"INS017","1290-640420-1171",0.0000
"INS012","95913",0.0000
"INS017","97161",0.7222
"INS013","82670",0.6154
"E001","V52-3921-10956-02",0.7857
"INS019","86038",0.7308
"INS001","62323",1.0000
"INS008","90472",1.0000
"INS012","83735",0.7634
"INS017","80069",0.0133
"INS024","97530",0.6429
"INS019","76856",1.0000
"E001","K54-0866-01097-01",0.9118
"INS137","72100",0.9189
"E001","B46-0439-00937-01",0.0000
"E001","11423",0.2500
"E001","G33-1370-01777-01",0.6667
"INS008","82274",0.4483
"INS026","76830",0.8750
"E001","84446",0.2531
"E001","33121",0.9406
"INS002","0244-165201-0431",0.0000
"E001","29505",0.0000
"INS001","73564",1.0000
"E001","KL4-5795-09115-02",0.5547
"E001","97116",0.8140
"E001","A37-3831-01777-01",0.2239
"INS005","82947",0.6400
"INS005","20611",1.0000
"E001","O30-1859-03113-01",0.0000
"INS137","86255",0.5493
"INS010","87275",1.0000
"E001","G93-0056-05603-01",0.4194
"E001","A40-0061-01265-01",0.0000
"E001","K39-3617-02505-01",0.5000
"INS012","29882",1.0000
"E001","72331",0.3059
"INS012","87086",1.0000
"INS026","0397-116206-1171",0.0000
"E001","49560",1.0000
"INS001","95812",0.0000
"INS001","86787",0.8889
"E001","13211",0.0754
"E001","40819",0.0000
"E001","H21-4745-02881-01",0.7808
"INS033","80061",0.7959
"INS035","88142",1.0000
"INS010","84443",0.7778
"INS001","82172",0.5000
"INS017","84132",0.5294
"INS001","82550",0.8333
"E001","93922",0.0000
"E001","90791",0.0492
"INS019","87046",1.0000
"SF0051","85732",1.0000
"E001","104101",0.1500
"E001","H21-0107-04323-01",1.0000
"INS012","87275",0.1875
"E001","C08-0428-00492-01",0.5850
"INS002","83525",1.0000
"INS026","0006-199803-1172",0.0000
"INS008","0003-115801-1171",0.0000
"INS012","87070",0.4214
"INS012","86160",0.4122
"INS027","86225",0.0000
"INS026","80061",0.8947
"E001","L20-A709-05905-02",0.7497
"INS001","0043-714401-1022",1.0000
"INS019","5917-888701-1131",1.0000
"INS033","84144",0.6875
"INS005","97110",0.4464
"E001","70210",0.5714
"INS013","82785",0.0000
"INS015","82977",0.0000
"E001","23322",0.6037
"INS137","A6413",1.0000
"INS001","83695",0.9259
"INS019","87338",0.2432
"INS026","82784",0.6667
"INS012","90834",0.0000
"INS017","84681",0.0000
"INS035","82570",0.3333
"INS001","97140",0.1487
"INS005","93970",1.0000
"INS013","0788-106604-1111",0.2000
"INS013","84550",0.7808
"INS012","83550",0.9091
"INS001","T5999",1.0000
"INS010","87070",0.6522
"INS013","29425",0.0000
"INS017","82150",0.0000
"INS017","85652",0.4200
"INS012","46280",1.0000
"INS017","20611",1.0000
"E001","U06-2729-03335-01",0.0000
"INS137","86431",0.9844
"E001","70260",0.0000
"INS010","73221",0.9444
"E001","79401",0.3012
"E001","N65-2540-01786-01",0.0000
"INS001","PRP w/HA",1.0000
"INS017","82784",0.4533
"E001","I67-1764-03386-01",0.5134
"INS026","A4216",1.0000
"INS024","86431",0.7143
"INS137","72020",1.0000
"INS005","84156",0.3889
"SP0026","87209",0.2778
"INS026","85025",0.9075
"INS017","86803",0.3000
"E001","01401",0.5294
"E001","16401",0.6429
"INS137","87070",0.7647
"INS137","0336-447501-1131",0.7059
"INS010","20600",1.0000
"INS013","0846-253101-1161",1.0000
"INS026","76705",0.9789
"INS008","10.02",1.0000
"INS026","20550",1.0000
"INS014","85730",0.0769
"INS038","80076",0.6667
"E001","V00-7882-02728-01",0.5769
"INS019","J7120",1.0000
"INS001","0717-378503-1021",0.3333
"INS002","87338",0.7966
"E001","R46-6840-03887-01",0.5000
"INS019","1202-260701-1112",0.5000
"INS001","72196",0.7059
"INS010","83690",0.0000
"E001","P76-6107-02234-01",0.0000
"INS013","73630",0.6250
"INS001","93306",0.8169
"INS137","88142",0.8679
"INS024","94640",0.0000
"E001","64650",0.6000
"E001","DEN-068",1.0000
"INS002","4365-151701-0081",0.0000
"E001","A51-4029-04328-01",1.0000
"INS001","84425",0.4600
"E001","84075",0.7148
"E001","A77-3983-01652-01",0.0000
"INS034","82565",1.0000
"INS001","83013",1.0000
"INS014","4973-122303-0391",1.0000
"E001","36620",1.0000
"INS044","84295",1.0000
"INS012","82248",1.0000
"INS012","A6216",1.0000
"E001","82374",1.0000
"E001","87507",0.8391
"INS137","73564",0.3333
"INS012","82274",0.8305
"INS137","29882",1.0000
"E001","DF0-A048-00819-01",0.0000
"INS026","4493-676001-1021",1.0000
"INS008","5278-912201-2891",1.0000
"INS137","83550",0.7978
"E001","53-02",0.1219
"E001","T88-7601-00836-01",1.0000
"INS001","0003-481902-0391",0.0000
"INS017","82040",0.0000
"INS137","64495",1.0000
"E001","H01-5228-05557-01",0.0000
"INS014","73521",1.0000
"INS137","46260",1.0000
"INS013","85060",0.7143
"E001","01501",0.3878
"INS033","84460",1.0000
"INS013","73600",0.3462
"INS026","0189-126001-1971",0.0000
"E001","16101",0.4808
"INS013","82542",1.0000
"E001","",1.0000
"INS008","20.09",0.0000
"E001","C18-5665-04944-01",0.0000
"INS019","86706",0.2727
"E001","N01-4727-02910-02",0.1136
"INS137","81001",0.7832
"INS044","84156",0.7037
"INS026","84305",1.0000
"INS026","0027-128802-1971",0.3571
"INS012","83993",0.8175
"E001","62702",1.0000
"INS026","86803",0.5147
"E001","79932",0.5945
"INS019","97110",0.3014
"INS005","83036",1.0000
"INS008","85025",0.5387
"INS008","85610",0.6346
"INS012","0027-194103-2231",0.0000
"INS012","82570",0.6442
"E001","R72-9461-00836-01",0.5000
"SF0051","87149",1.0000
"SP0066","10.02",0.0000
"E001","E98-2638-01779-01",0.4348
"E001","74611",0.2857
"INS012","84550",0.8542
"INS012","82785",0.2000
"E001","K41-1243-01316-01",1.0000
"INS026","96365",0.8263
"INS013","81001",0.9762
"INS012","84295",0.2670
"SF0051","86146",1.0000
"INS007","82565",1.0000
"INS012","A4270",0.0000
"INS017","11",0.6990
"INS137","0070-310402-1021",0.8529
"E001","M73-0466-01404-01",0.0000
"INS026","64450",1.0000
"INS019","85613",0.8750
"E001","10021",0.0000
"INS137","91200",1.0000
"E001","E40-5326-01988-01",0.0000
"INS026","0139-116204-2151",0.0000
"E001","H77-3257-03781-01",0.6471
"INS002","4061-373201-0391",0.0000
"INS013","84702",0.6250
"E001","96921",0.0000
"INS012","0189-200901-1021",0.0000
"E001","47562",0.1951
"INS137","73140",0.5000
"INS033","11.02",0.6154
"INS009","10",1.0000
"E001","86664",0.3704
"E001","F91-1622-01787-01",1.0000
"INS017","76856",0.4286
"E001","51-01",0.0660
"INS002","A6219",1.0000
"E001","AJ1-8982-09118-01",0.7554
"INS019","87624",0.0000
"INS008","84478",1.0000
"INS017","97530",0.2348
"INS012","17110",0.0000
"INS012","82310",0.6543
"INS001","11.02",0.4177
"INS044","87209",1.0000
"E001","J48-1657-04997-01",0.7576
"E001","72319",0.8393
"E001","L50-1319-01655-01",1.0000
"SP0059","86140",1.0000
"INS026","82553",0.0000
"E001","I53-6006-02233-01",0.0000
"E001","92507",0.0000
"E001","C86-3423-00262-01",0.2866
"INS008","A4245",1.0000
"E001","01902",0.0000
"INS044","85613",0.0000
"INS026","83880",0.0000
"INS038","84432",0.0000
"INS008","0135-142903-1112",0.0000
"E001","B46-3033-04170-01",0.0000
"INS013","51.03",0.2000
"INS013","5252-168202-1112",1.0000
"INS026","20.09",0.7442
"INS008","83735",0.6170
"E001","23311",0.6322
"INS084","84295",0.0000
"INS008","1117-654302-1021",0.0000
"INS005","0063-371603-1021",0.7857
"INS005","73130",1.0000
"E001","G93-B427-00312-01",1.0000
"INS017","95912",0.4000
"INS002","72196",1.0000
"SF0051","2503-238807-1021",1.0000
"INS017","2241-144402-1171",1.0000
"INS137","92082",0.0000
"INS010","84478",0.3750
"E001","17110",0.0828
"INS137","0354-147502-0391",1.0000
"E001","G02-5257-05581-02",1.0000
"INS012","83002",0.7292
"E001","76000",0.7500
"E001","80048",0.0060
"INS026","0321-133803-0391",1.0000
"INS137","5468-981001-1131",1.0000
"E001","72074",0.0000
"INS005","76641",1.0000
"INS026","94729",1.0000
"INS002","C1751",1.0000
"INS137","0063-136007-1021",0.3636
"INS042","10",0.0000
"INS137","0248-122107-1021",0.0000
"E001","17111",0.2203
"E001","K53-4025-04308-01",0.8646
"INS026","93000",0.8230
"INS013","87340",0.4464
"INS019","1233-940401-1132",1.0000
"INS022","82607",0.0000
"E001","IH0-4952-05302-02",0.7143
"E001","Z90-8683-01992-01",0.4909
"INS007","0215-126511-1022",1.0000
"INS026","94640",1.0000
"INS024","90471",0.7500
"E001","A77-0667-00752-01",0.0000
"INS010","88312",1.0000
"E001","K45-1285-03746-01",1.0000
"E001","32314",0.8908
"E001","G93-2828-05419-01",1.0000
"E001","92523",0.0000
"INS137","80076",0.8680
"E001","29131",1.0000
"INS033","84480",1.0000
"INS001","0219-103201-0391",0.0000
"E001","A64-4375-05213-01",0.0000
"E001","E74-4642-01080-01",1.0000
"E001","83090",1.0000
"E001","T52-8054-07886-01",0.5741
"E001","DX7-4970-05686-02",0.0000
"E001","C10-0088-04051-01",1.0000
"INS017","97110",0.3443
"E001","H21-A535-02156-01",1.0000
"INS008","0278-107904-1162",0.3333
"E001","92065",0.3198
"INS001","92553",0.5926
"INS137","82525",1.0000
"E001","23111",0.6984
"INS013","87425",1.0000
"INS012","84307",1.0000
"INS012","92552",1.0000
"INS017","89060",0.8800
"INS013","72125",1.0000
"E001","H21-3438-04357-01",0.8182
"E001","12004",1.0000
"INS137","69801",1.0000
"INS019","1290-640420-1171",0.5000
"INS001","82785",0.4054
"E001","A18-3843-02051-01",0.6648
"INS012","1290-640412-1171",1.0000
"SF0051","0063-371603-1021",0.5714
"INS022","87177",0.0000
"INS017","83520",0.0000
"E001","76856",0.5962
"INS001","88305",0.8132
"INS024","11.02",1.0000
"INS033","71046",1.0000
"INS024","83540",0.0800
"INS035","83516",0.5000
"INS001","4661-769701-1021",0.0000
"E001","95249",0.0000
"INS038","73552",0.0000
"INS034","86140",0.0000
"INS026","72080",0.0000
"INS026","A4332",1.0000
"INS022","0070-310402-1021",0.3529
"E001","77002",1.0000
"INS026","2741-710601-0991",0.0000
"INS002","83516",0.9070
"E001","J63-6706-06807-01",0.0000
"INS035","80076",0.4783
"INS001","84460",0.7818
"INS026","6611-939401-0061",0.5208
"INS010","84132",0.3077
"E001","EL6-A371-10941-01",1.0000
