"payer_id","diagnosis_code","activity_code","pa_risk_score"
"E001","A09","99203",0.0000
"E001","A09","99211",0.0000
"E001","A09","99212",0.0000
"E001","A09","99213",0.0000
"E001","A09","99282",0.0000
"E001","A09","99283",0.0000
"E001","A09","99284",0.0000
"E001","A09","A36-A201-10728-01",0.0000
"E001","A09","A51-7914-07766-01",0.0000
"E001","A09","A53-4867-05160-01",0.0000
"E001","A09","AJ1-8982-09118-01",0.0000
"E001","A09","B46-3628-02155-01",0.0000
"E001","A09","B46-3628-02157-01",0.0000
"E001","A09","B46-3628-02166-01",0.0000
"E001","A09","B55-0470-04173-01",0.0000
"E001","A09","B74-1727-02166-01",0.0000
"E001","A09","B78-3249-03756-01",0.0000
"E001","A09","B97-4867-05179-04",0.0000
"E001","A09","B98-1417-01887-01",0.0000
"E001","A09","D92-6558-04173-01",0.0000
